Student name,semester new,coursename
Bill Clinton,Fall 2005,CELL BIOL & BIOCHEM
Bill Clinton,Spring 2001,EUROPE IN A WIDER WORLD
Bill Clinton,Fall 2002,EXPERIMENTAL WRITING SEM
Bill Clinton,Spring 2002,ELEMENTARY FRENCH I
Bill Clinton,Spring 2002,ELEMENTARY FRENCH II
Dianne Feinstein,Fall 2001,ABNORMAL PSYCHOLOGY
Dianne Feinstein,Fall 2001,BEHAVIORAL PHARMACOLOGY
Dianne Feinstein,Fall 2002,ART - ancient to 1945
Dianne Feinstein,Fall 2002,ELECTROMAG II
Dianne Feinstein,Fall 2003,CONTEMPORARY AFRICAN ART
Dianne Feinstein,Fall 2003,BECOMING HUMAN
James Lee Burke,Summer 2004,BEHAVIORAL PHARMACOLOGY
James Lee Burke,Summer 2002,COMPUT LINEAR ALGEBRA
James Lee Burke,Summer 2002,Environmental Case Studies
James Lee Burke,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
James Lee Burke,Summer 2004,ANALYTICAL MECHANICS
James Lee Burke,Summer 2003,A WORLD AT WAR
Pete Seeger,Fall 2002,AFRO AMER HIST 1876-PRES
Pete Seeger,Fall 2003,BIOLOGICAL CHEMISTRY II
Pete Seeger,Fall 2004,Business German: A Micro Perspective
Pete Seeger,Fall 2005,ANALYTICAL MECHANICS
Pete Seeger,Fall 2004,CONTEMPORARY AFRICAN ART
Pete Seeger,Fall 2002,CEL and BIO and BIOCHEMISTRY
Pete Seeger,Fall 2003,COMPARATIVE POLITICS
Barbara Taylor Bradford,Spring 2005,BEHAVIORAL PHARMACOLOGY
Barbara Taylor Bradford,Spring 2004,AMERICAN FOREIGN POLICY
Barbara Taylor Bradford,Spring 2002,COMPUT LINEAR ALGEBRA
Barbara Taylor Bradford,Spring 2002,Environmental Case Studies
Barbara Taylor Bradford,Spring 2004,AMERICAN HEALT POLICY
Barbara Taylor Bradford,Spring 2001,ART ancient to 1945
Barbara Taylor Bradford,Spring 2003,ANALYTICAL MECHANICS
Barbara Taylor Bradford,Summer 2000,CONTEMPORARY AFRICAN ART
Barbara Taylor Bradford,Spring 2003,A WORLD AT WAR
Barbara Taylor Bradford,Spring 2005,BECOMING HUMAN
Barbara Taylor Bradford,Summer 2000,Environmental Studies Research Seminar Junior Level
Daniel J. Boorstein,Spring 2002,BEHAVIORAL PHARMACOLOGY
Daniel J. Boorstein,Spring 2004,AMERICAN FOREIGN POLICY
Daniel J. Boorstein,Spring 2005,CURR ISSUES GLOBAL HEALT
Daniel J. Boorstein,Fall 2004,COMPUT LINEAR ALGEBRA
Daniel J. Boorstein,Spring 2001,Environmental Case Studies
Daniel J. Boorstein,Summer 2000,ACCELERATED INTERMD GRMN
Daniel J. Boorstein,Fall 2005,"Business German, A Micro Perspective"
Daniel J. Boorstein,Fall 2004,AMERICAN HEALT POLICY
Daniel J. Boorstein,Spring 2002,ANALYTICAL MECHANICS
Daniel J. Boorstein,Summer 2004,COMMUNICATIONS INTERNSHP
Daniel J. Boorstein,Summer 2001,CONTEMPORARY AFRICAN ART
Daniel J. Boorstein,Spring 2004,A WORLD AT WAR
Daniel J. Boorstein,Spring 2003,A WORLD AT WAR
Daniel J. Boorstein,Summer 2003,BECOMING HUMAN
Daniel J. Boorstein,Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Archer Mayor,Fall 2001,BEHAVIORAL PHARMACOLOGY
Archer Mayor,Fall 2003,AMERICAN FOREIGN POLICY
Archer Mayor,Fall 2001,DEVIL'S PACT LIT/FILM
Archer Mayor,Fall 2003,Environmental Case Studies
Archer Mayor,Fall 2004,Business German: A Micro Perspective
Archer Mayor,Fall 2000,COMPUTER LINEAR ALGEBRA
Archer Mayor,Fall 2002,ANALYTICAL MECHANICS
Archer Mayor,Fall 2003,COMMUNICATIONS INTERNSHP
Archer Mayor,Spring 2003,CONTEMPORARY AFRICAN ART
Archer Mayor,Fall 2000,A WORLD AT WAR
Archer Mayor,Fall 2004,CEL BIO BIOCHEMISTRY
Archer Mayor,Fall 2002,FOOD/FEAST ARCH OF TABLE
Johnny Cash,Fall 2001,"EUR PRE-1800, BF SEM, UTOPIA"
Johnny Cash,Fall 2001,CONTEMPORARY AFRICAN ART
Johnny Cash,Fall 2001,ANCIENT ROME
Judith Crist,Summer 2004,BEHAVIORAL PHARMACOLOGY
Judith Crist,Spring 2002,FOOD/FEAST ARCH OF TABLE
Judith Crist,Fall 2004,COMPUT LINEAR ALGEBRA
Judith Crist,Fall 2005,Environmental Case Studies
Judith Crist,Fall 2005,ANALYTICAL MECHANICS
Judith Crist,Summer 2002,20th Century Russian Literature: Fiction and Reality
Judith Crist,Fall 2004,A WORLD AT WAR
Judith Crist,Summer 2001,AMERICAN SOUTH 1861-PRES
Judith Crist,Summer 2002,ANALYZING THE POL WORLD
Karl Malden,Summer 2004,COMPUT LINEAR ALGEBRA
Karl Malden,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Gloria Steinem,Summer 2004,COMPUT LINEAR ALGEBRA
Gloria Steinem,Summer 2004,AMERICAN HEALT POLICY
Robin Cook,Spring 2005,BEHAVIORAL PHARMACOLOGY
Robin Cook,Summer 2004,ARCHAEOLOGY OF THE INCA
Robin Cook,Summer 2002,ELEMENTARY ARABIC II
Robin Cook,Summer 2002,ASIAN AMER COMM FLD WRK
Robin Cook,Summer 2001,FR FOR PROFESSIONS II
Robin Cook,Summer 2001,ELEM CLASSICAL GREEK II
Robin Cook,Spring 2005,ANIMAL BEHAVIOR
Robin Cook,Summer 2004,ELEMENTARY FRENCH I
Burgess Meredith,Summer 2001,ART & RELIGION
Burgess Meredith,Spring 2004,COMPUT LINEAR ALGEBRA
Burgess Meredith,Spring 2005,Environmental Case Studies
Burgess Meredith,Summer 2001,ANALYTICAL MECHANICS
Burgess Meredith,Summer 2002,French Thought Since 1945
Burgess Meredith,Spring 2005,A WORLD AT WAR
Burgess Meredith,Spring 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Burgess Meredith,Summer 2004,ELEMENTARY ARABIC II
Burgess Meredith,Summer 2002,FRANCE & THE EUROP.UNION
Oleg Cassini,Fall 2002,ANALYTICAL MECHANICS
Oleg Cassini,Fall 2001,ANCIENT ROME
Camille Paglia,Summer 2004,BEHAVIORAL PHARMACOLOGY
Camille Paglia,Summer 2004,AMERICAN FOREIGN POLICY
Camille Paglia,Summer 2001,Environmental Case Studies
Camille Paglia,Summer 2002,FRESHWATER ECOLOGY
Camille Paglia,Summer 2002,A WORLD AT WAR
Camille Paglia,Summer 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Camille Paglia,Summer 2003,COMPARATIVE POLITICS
Shirley Jones,Summer 2004,AMERICAN FOREIGN POLICY
Shirley Jones,Summer 2004,COMPUT LINEAR ALGEBRA
Gregg Allman,Fall 2003,BEHAVIORAL PHARMACOLOGY
Gregg Allman,Fall 2004,CREATIVE WRITING: WRITING PERSONAL ESSAY
Gregg Allman,Spring 2001,FOOD/FEAST ARCH OF TABLE
Gregg Allman,Fall 2002,COMPUT LINEAR ALGEBRA
Gregg Allman,Summer 2001,AMERICAN HEALT POLICY
Gregg Allman,Fall 2000,ENVIRONMENTAL SYSTEMS II
Gregg Allman,Summer 2000,ACCELERATED INTERMD GRMN
Gregg Allman,Fall 2001,ANALYTICAL MECHANICS
Gregg Allman,Spring 2005,CONTEMPORARY AFRICAN ART
Gregg Allman,Spring 2002,FICTION WRITING WORKSHOP
Gregg Allman,Fall 2000,A WORLD AT WAR
Gregg Allman,Spring 2004,DIGITAL MEDIA & THE CITY
Gregg Allman,Fall 2003,ACCELERATED HINDI
Paula Prentiss,Fall 2001,COMPUT LINEAR ALGEBRA
Paula Prentiss,Fall 2001,Environmental Case Studies
Paula Prentiss,Spring 2003,EXPERIMENTAL WRITING SEM
Paula Prentiss,Fall 2002,19TH-CENT BRITISH LIT
Paula Prentiss,Summer 2003,"DRUGS, BRAIN, AND MIND"
Paula Prentiss,Fall 2003,EURO INTELL HIST 18 C.
Robert Redford,Fall 2005,BEHAVIORAL PHARMACOLOGY
Robert Redford,Spring 2001,AMERICAN FOREIGN POLICY
Robert Redford,Fall 2004,COMPUT LINEAR ALGEBRA
Robert Redford,Spring 2001,Environmental Case Studies
Robert Redford,Fall 2005,ANALYTICAL MECHANICS
Robert Redford,Summer 2002,CONTEMPORARY AFRICAN ART
Robert Redford,Fall 2004,A WORLD AT WAR
Robert Redford,Summer 2001,CELL. BIOL. And BIOCHEM.
Robert Redford,Spring 2002,EXPERIMENTAL WRITING SEM
Robert Redford,Spring 2003,AMERICAN SOUTH 1861-PRES
Robert Redford,Summer 2002,ANALYZING THE POL WORLD
Robert Redford,Spring 2004,ELEMENTARY FRENCH I
Robert Redford,Spring 2005,ELEMENTARY FRENCH II
Paul Taylor,Fall 2005,BEHAVIORAL PHARMACOLOGY
Paul Taylor,Spring 2001,AMERICAN FOREIGN POLICY
Paul Taylor,Fall 2003,COMPUT LINEAR ALGEBRA
Paul Taylor,Fall 2004,Environmental Case Studies
Paul Taylor,Spring 2002,AMERICAN HEALT POLICY
Paul Taylor,Spring 2004,EDGAR ALLAM POE'S SCIEN
Paul Taylor,Spring 2002,"ART, from ancient to 1945"
Paul Taylor,Fall 2005,ANALYTICAL MECHANICS
Paul Taylor,Spring 2005,CONTEMPORARY AFRICAN ART
Paul Taylor,Fall 2004,A WORLD AT WAR
Paul Taylor,Spring 2004,CELL and BIO and BIOCHEMISTRY
Paul Taylor,Spring 2001,EXPERIMENTAL WRITING SEM
John McCain,Summer 2004,A WORLD AT WAR
John McCain,Summer 2004,ELEMENTARY FRENCH I
Charlaine Harris,Summer 2001,BEHAVIORAL PHARMACOLOGY
Charlaine Harris,Summer 2002,AMERICAN HEALTH POLICY
Charlaine Harris,Spring 2004,COMPUT LINEAR ALGEBRA
Charlaine Harris,Spring 2004,Environmental Case Studies
Charlaine Harris,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Charlaine Harris,Spring 2005,ANALYTICAL MECHANICS
Charlaine Harris,Summer 2001,COMMUNICATIONS INTERNSHP
Charlaine Harris,Summer 2004,CONTEMPORARY AFRICAN ART
Charlaine Harris,Summer 2002,FRESHWATER ECOLOGY
Jim Plamer,Spring 2001,BEHAVIORAL PHARMACOLOGY
Jim Plamer,Spring 2002,AMERICAN FOREIGN POLICY
Jim Plamer,Spring 2005,AMERICAN HEALTH POLICY
Jim Plamer,Fall 2005,COMPUT LINEAR ALGEBRA
Jim Plamer,Spring 2001,Environmental Case Studies
Jim Plamer,Summer 2001,AMERICAN HEALT POLICY
Jim Plamer,Spring 2003,Business German A Micro Perspective
Jim Plamer,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Jim Plamer,Spring 2003,ANALYTICAL MECHANICS
Jim Plamer,Summer 2000,CONTEMPORARY AFRICAN ART
Jim Plamer,Summer 2000,FRESHWATER ECOLOGY
Jim Plamer,Fall 2005,A WORLD AT WAR
Jim Plamer,Fall 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Jim Plamer,Spring 2005,ELEMENTARY ARABIC II
Judy Blume,Summer 2003,BEHAVIORAL PHARMACOLOGY
Judy Blume,Summer 2004,AMERICAN FOREIGN POLICY
Judy Blume,Summer 2003,FOOD/FEAST ARCH OF TABLE
Judy Blume,Spring 2002,COMPUT LINEAR ALGEBRA
Judy Blume,Spring 2002,Environmental Case Studies
Judy Blume,Spring 2003,ANALYTICAL MECHANICS
Judy Blume,Summer 2004,COMMUNICATIONS INTERNSHP
Judy Blume,Spring 2004,A WORLD AT WAR
FNanette Fabray,Fall 2004,A WORLD AT WAR
Jane Powell,Spring 2001,AMERICAN HEALTH POLICY
Jane Powell,Fall 2005,COMPUT LINEAR ALGEBRA
Jane Powell,Fall 2004,Environmental Case Studies
Jane Powell,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Jane Powell,Spring 2002,ANALYTICAL MECHANICS
Jane Powell,Spring 2001,FRESHWATER ECOLOGY
Jane Powell,Fall 2005,AMERICAN HEALT POLICY
JBo Jackson,Spring 2002,BEHAVIORAL PHARMACOLOGY
JBo Jackson,Spring 2005,FOOD/FEAST ARCH OF TABLE
JBo Jackson,Spring 2001,COMPUT LINEAR ALGEBRA
JBo Jackson,Spring 2001,Environmental Case Studies
JBo Jackson,Summer 2001,ART - from ancient to 1945
JBo Jackson,Spring 2004,ANALYTICAL MECHANICS
JBo Jackson,Summer 2004,CONTEMPORARY AFRICAN ART
JBo Jackson,Summer 2001,AESTHETICS
JBo Jackson,Spring 2002,A WORLD AT WAR
JBo Jackson,Spring 2005,AUGUSTAN CULTRL REVOL
JBo Jackson,Spring 2004,ELEMENTARY ARABIC II
JBo Jackson,Summer 2002,FRANCE & THE EUROP.UNION
JBo Jackson,Summer 2002,ANALYZING THE POL WORLD
Bryan Adams,Fall 2001,BEHAVIORAL PHARMACOLOGY
Bryan Adams,Spring 2001,CREATIVE WRITING: WRITING PERSONAL ESSAY
Bryan Adams,Fall 2002,ECONOMETRIC FORECASTING
Bryan Adams,Fall 2005,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Bryan Adams,Spring 2003,CRIME AND DETECTION: Dark Deeds
Bryan Adams,Fall 2005,AFRO AMER HIST 1876-PRES
Bryan Adams,Spring 2001,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Bryan Adams,Spring 2004,AMERICAN MUSICAL THEATRE
Bryan Adams,Spring 2002,EARLY CINEMA
Bryan Adams,Fall 2004,BEHAVIORAL ECON & PSYCH
Bryan Adams,Spring 2004,ENVIRONMENTAL GEOLOGY
Bryan Adams,Spring 2002,CREATIVE WRITING: CREAT./POETRY & NON-FICT
Bryan Adams,Fall 2000,A WORLD AT WAR
Bryan Adams,Spring 2003,FORMAL LOGIC I
Bryan Adams,Fall 2004,CREAT.NON-FICTION WRIT
Bryan Adams,Fall 2001,FOOD/FEAST ARCH OF TABLE
Bryan Adams,Fall 2002,DIGITAL MEDIA & THE CITY
Carly Simon,Fall 2004,BEG RDG/WRTG CHINESE II
Carly Simon,Fall 2005,CONTEMPORARY AFRICAN ART
Carly Simon,Fall 2003,EXPERIMENTAL WRITING SEM
Carly Simon,Fall 2004,ELEMENTARY FRENCH I
Jaclyn Smith,Summer 2003,BEHAVIORAL PHARMACOLOGY
Jaclyn Smith,Summer 2003,FOOD/FEAST ARCH OF TABLE
Jaclyn Smith,Spring 2005,AMERICAN HEALTH POLICY
Jaclyn Smith,Spring 2003,COMPUT LINEAR ALGEBRA
Jaclyn Smith,Spring 2004,Environmental Case Studies
Jaclyn Smith,Summer 2001,AMERICAN HEALT POLICY
Jaclyn Smith,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Jaclyn Smith,Summer 2000,ACCELERATED INTERMD GRMN
Jaclyn Smith,Summer 2001,ART - from ancient to 1945
Jaclyn Smith,Spring 2004,ANALYTICAL MECHANICS
Jaclyn Smith,Summer 2002,CONTEMPORARY AFRICAN ART
Jaclyn Smith,Summer 2002,FRESHWATER ECOLOGY
Jaclyn Smith,Summer 2000,A WORLD AT WAR
Yogi Berra,Summer 2001,BEHAVIORAL PHARMACOLOGY
Yogi Berra,Spring 2004,ANALYTICAL MECHANICS
Yogi Berra,Spring 2003,"EYE, MIND AND IMAGE"
Yogi Berra,Spring 2004,19TH-CENT NOVEL
Yogi Berra,Spring 2002,ELEM PERSIAN II
Greg Louganis,Spring 2001,BEHAVIORAL PHARMACOLOGY
Greg Louganis,Spring 2005,AMERICAN FOREIGN POLICY
Greg Louganis,Spring 2003,AMERICAN HEALTH POLICY
Greg Louganis,Spring 2005,COMPUT LINEAR ALGEBRA
Greg Louganis,Spring 2002,CONTEMPORARY POL.THOUGHT
Greg Louganis,Summer 2001,Environmental Case Studies
Greg Louganis,Spring 2004,AMERICAN HEALT POLICY
Greg Louganis,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Greg Louganis,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Greg Louganis,Summer 2000,ANALYTICAL MECHANICS
Greg Louganis,Summer 2001,CONTEMPORARY AFRICAN ART
Greg Louganis,Summer 2000,FRESHWATER ECOLOGY
Greg Louganis,Spring 2001,A WORLD AT WAR
Sue Grafton,Spring 2004,BEHAVIORAL PHARMACOLOGY
Sue Grafton,Summer 2002,FOOD/FEAST ARCH OF TABLE
Sue Grafton,Spring 2001,COMPUT LINEAR ALGEBRA
Sue Grafton,Spring 2001,Environmental Case Studies
Sue Grafton,Spring 2002,ANALYTICAL MECHANICS
Sue Grafton,Spring 2005,A WORLD AT WAR
Angela Lansbury,Fall 2001,BEHAVIORAL PHARMACOLOGY
Angela Lansbury,Fall 2004,CREATIVE WRITING: WRITING PERSONAL ESSAY
Angela Lansbury,Fall 2002,AMERICAN FOREIGN POLICY
Angela Lansbury,Fall 2001,AMERICAN HEALTH POLICY
Angela Lansbury,Fall 2001,COMPUT LINEAR ALGEBRA
Angela Lansbury,Fall 2003,Environmental Case Studies
Angela Lansbury,Fall 2001,CONTEMP ART - 1945 to PRESENT
Angela Lansbury,Fall 2000,ART - from ancient to 1945
Angela Lansbury,Fall 2003,ANALYTICAL MECHANICS
Angela Lansbury,Fall 2000,20th Century Russian Literature: Fiction and Reality
Angela Lansbury,Fall 2004,CONTEMPORARY AFRICAN ART
Angela Lansbury,Fall 2002,A WORLD AT WAR
Angela Lansbury,Fall 2000,BIOCHEMISTRY RESEARCH
Doris Day,Fall 2001,BEHAVIORAL PHARMACOLOGY
Doris Day,Fall 2002,CREATIVE WRITING: WRITING PERSONAL ESSAY
Doris Day,Fall 2001,AMERICAN FOREIGN POLICY
Doris Day,Fall 2001,ECONOMETRIC FORECASTING
Doris Day,Fall 2002,DOCUMENTARY WRITING
Doris Day,Fall 2001,COMPUT LINEAR ALGEBRA
Doris Day,Fall 2001,Environmental Case Studies
Doris Day,Fall 2000,COMMUNICATION BEHAVIOR
Doris Day,Fall 2002,ANALYTICAL MECHANICS
Doris Day,Fall 2003,COMMUNICATIONS INTERNSHiP
Doris Day,Fall 2003,CONTEMPORARY AFRICAN ART
Doris Day,Fall 2000,A WORLD AT WAR
Doris Day,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Doris Day,Fall 2003,CELL BIOLOGY & BIOCHEM
Doris Day,Fall 2003,EXPERIMENTAL WRITING SEM
Arsenio Hall,Spring 2003,BEHAVIORAL PHARMACOLOGY
Arsenio Hall,Spring 2003,FOOD/FEAST ARCH OF TABLE
Arsenio Hall,Spring 2002,Environmental Case Studies
Arsenio Hall,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Arsenio Hall,Spring 2002,ANALYTICAL MECHANICS
Arsenio Hall,Summer 2002,CONTEMPORARY AFRICAN ART
Arsenio Hall,Summer 2001,AMERICAN SOUTH 1861-PRES
Arsenio Hall,Spring 2004,ELEMENTARY ARABIC II
Arsenio Hall,Summer 2002,ANALYZING THE POL WORLD
Arsenio Hall,Spring 2005,ELEMENTARY FRENCH I
Arsenio Hall,Spring 2005,ELEMENTARY FRENCH II
Eve Bither,Fall 2001,BEHAVIORAL PHARMACOLOGY
Eve Bither,Fall 2002,CREATIVE WRITING: WRITING PERSONAL ESSAY
Eve Bither,Fall 2003,AMERICAN FOREIGN POLICY
Eve Bither,Spring 2002,CURR ISSUES GLOBAL HEALT
Eve Bither,Fall 2003,ECONOMETRIC FORECASTING
Eve Bither,Spring 2002,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Eve Bither,Spring 2003,AFRO AMER HIST 1876-PRES
Eve Bither,Fall 2005,ELEM BIBLICAL HEBREW II
Eve Bither,Fall 2004,EARLY CINEMA
Eve Bither,Fall 2004,BEHAVIORAL ECON & PSYCH
Eve Bither,Spring 2001,ENVIRONMENTAL GEOLOGY
Eve Bither,Fall 2000,A WORLD AT WAR
Eve Bither,Spring 2001,"DNA, DIET, AND DISEASE: The Biology of Food"
Eve Bither,Spring 2003,FORMAL LOGIC I
Eve Bither,Fall 2005,CREAT.NON-FICTION WRIT
Eve Bither,Fall 2000,FOOD/FEAST ARCH OF TABLE
Eve Bither,Fall 2005,DIGITAL MEDIA & THE CITY
Janet Reno,Fall 2001,BEHAVIORAL PHARMACOLOGY
Janet Reno,Fall 2002,A WORLD AT WAR
Barbara Delinsky,Fall 2003,BEHAVIORAL PHARMACOLOGY
Barbara Delinsky,Summer 2000,CREATIVE WRITING: WRITING PERSONAL ESSAY
Barbara Delinsky,Summer 2001,CURR ISSUES GLOBAL HEALT
Barbara Delinsky,Fall 2005,ECONOMETRIC FORECASTING
Barbara Delinsky,Spring 2005,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Barbara Delinsky,Spring 2005,AFRO AMER HIST 1876-PRES
Barbara Delinsky,Spring 2002,BIOLOGICAL CHEMISTRY II
Barbara Delinsky,Spring 2002,BEG RDG/WRTG CHINESE II
Barbara Delinsky,Spring 2003,BEHAVIORAL ECON & PSYCH
Barbara Delinsky,Fall 2002,COMPUT LINEAR ALGEBRA
Barbara Delinsky,Fall 2004,Environmental Case Studies
Barbara Delinsky,Fall 2001,AMERICAN HEALT POLICY
Barbara Delinsky,Fall 2005,ANALYTICAL MECHANICS
Barbara Delinsky,Spring 2001,CONTEMPORARY AFRICAN ART
Barbara Delinsky,Fall 2002,A WORLD AT WAR
Barbara Delinsky,Summer 2001,"DNA, DIET, AND DISEASE: The Biology of Food"
Barbara Delinsky,Summer 2000,FORMAL LOGIC I
Barbara Delinsky,Spring 2004,CREAT.NON-FICTION WRIT
Barbara Delinsky,Spring 2004,DIGITAL MEDIA & THE CITY
Barbara Delinsky,Fall 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Barbara Delinsky,Spring 2003,AMERICAN SOUTH 1861-PRES
Barbara Delinsky,Fall 2003,ELEMENTARY FRENCH I
Barbara Delinsky,Fall 2004,ELEMENTARY FRENCH II
Barbara Delinsky,Spring 2001,EARLY MESOPOTAMIAN HIST - SOC
Bob Barker,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Lawrence Block,Summer 2004,AMERICAN FOREIGN POLICY
Lawrence Block,Summer 2002,COMPUT LINEAR ALGEBRA
Lawrence Block,Summer 2002,Environmental Case Studies
Lawrence Block,Summer 2001,ANALYTICAL MECHANICS
Lawrence Block,Summer 2001,A WORLD AT WAR
Lawrence Block,Summer 2004,CELL BIOLOGY and BIOCHEM
Sarah McLachlan,Summer 2004,ART & RELIGION
Sarah McLachlan,Summer 2001,COMPUT LINEAR ALGEBRA
Sarah McLachlan,Summer 2001,ANALYTICAL MECHANICS
Sarah McLachlan,Summer 2004,EUROPE IN A WIDER WORLD
Sarah McLachlan,Summer 2002,"EYE, MIND AND IMAGE"
Sarah McLachlan,Summer 2002,19TH-CENT BRITISH LIT
Lainie Kazan,Fall 2004,AMERICAN FOREIGN POLICY
Lainie Kazan,Spring 2001,CRIME AND DETECTION: Dark Deeds
Lainie Kazan,Fall 2004,COMPUT LINEAR ALGEBRA
Lainie Kazan,Spring 2003,Business German A Micro Perspective
Lainie Kazan,Spring 2002,CONTEMPORARY AFRICAN ART
Lainie Kazan,Fall 2004,Environmental Studies Research Seminar for Juniors
Lainie Kazan,Spring 2001,AMERICAN POETRY
Lainie Kazan,Fall 2004,ELEMENTARY ARABIC II
Billy Joel,Spring 2005,BEHAVIORAL PHARMACOLOGY
Billy Joel,Summer 2000,FOOD/FEAST ARCH OF TABLE
Billy Joel,Spring 2003,COMPUT LINEAR ALGEBRA
Billy Joel,Spring 2003,Environmental Case Studies
Billy Joel,Spring 2004,ANALYTICAL MECHANICS
Billy Joel,Spring 2005,A WORLD AT WAR
Billy Joel,Spring 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Billy Joel,Summer 2001,EXPERIMENTAL WRITING SEM
Tony Curtis,Fall 2000,CONTEMPORARY AFRICAN ART
Olympia Dukakis,Fall 2005,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Bill Gates,Fall 2003,COMPUT LINEAR ALGEBRA
Andy Garcia,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Andy Garcia,Fall 2001,BEHAVIORAL PHARMACOLOGY
Andy Garcia,Spring 2002,CONTEMPORARY AFRICAN ART
Andy Garcia,Fall 2003,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Andy Garcia,Spring 2003,AMERICAN POETRY
Andy Garcia,Fall 2001,AMERICAN SOUTH 1861-PRES
Jan Fox,Spring 2002,BEHAVIORAL PHARMACOLOGY
Jan Fox,Spring 2004,AMERICAN FOREIGN POLICY
Jan Fox,Spring 2005,AMERICAN HEALTH POLICY
Jan Fox,Fall 2005,COMPUT LINEAR ALGEBRA
Jan Fox,Spring 2005,CONTEMPORARY POL.THOUGHT
Jan Fox,Fall 2004,Environmental Case Studies
Jan Fox,Spring 2004,AMERICAN HEALT POLICY
Jan Fox,Summer 2001,ART - from ancient to 1945
Jan Fox,Spring 2002,ANALYTICAL MECHANICS
Jan Fox,Summer 2000,CONTEMPORARY AFRICAN ART
Jan Fox,Summer 2002,FRESHWATER ECOLOGY
Jan Fox,Spring 2001,A WORLD AT WAR
Jan Fox,Summer 2002,ELEMENTARY FRENCH I
Haley Joel Osment,Fall 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Clive Barker,Fall 2005,BEHAVIORAL PHARMACOLOGY
Clive Barker,Summer 2000,CREATIVE WRITING: WRITING PERSONAL ESSAY
Clive Barker,Spring 2001,AMERICAN FOREIGN POLICY
Clive Barker,Spring 2005,FOOD/FEAST ARCH OF TABLE
Clive Barker,Summer 2003,ECONOMETRIC FORECASTING
Clive Barker,Summer 2001,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Clive Barker,Summer 2001,BIOLOGICAL CHEMISTRY II
Clive Barker,Summer 2002,BEG RDG/WRTG CHINESE II
Clive Barker,Summer 2002,"CONTMP POL,POLICY,JOURN"
Clive Barker,Spring 2003,DEVIL'S PACT LIT/FILM
Clive Barker,Spring 2003,AMERICAN HEALTH POLICY
Clive Barker,Summer 2003,BEHAVIORAL ECON & PSYCH
Clive Barker,Fall 2004,COMPUT LINEAR ALGEBRA
Clive Barker,Fall 2004,Environmental Case Studies
Clive Barker,Spring 2002,AMERICAN HEALT POLICY
Clive Barker,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Clive Barker,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Clive Barker,Spring 2001,ANALYTICAL MECHANICS
Clive Barker,Spring 2004,CONTEMPORARY AFRICAN ART
Clive Barker,Fall 2005,A WORLD AT WAR
Clive Barker,Summer 2004,FORMAL LOGIC I
Clive Barker,Summer 2004,CREAT.NON-FICTION WRIT
Clive Barker,Summer 2000,DIGITAL MEDIA & THE CITY
Clive Barker,Spring 2005,CELL. BIOL. & BIOCHEM.
Joan Rivers,Spring 2005,COMPUT LINEAR ALGEBRA
Oksana Baiul,Fall 2004,"EYE, MIND AND IMAGE"
Oksana Baiul,Fall 2003,19TH-CENT NOVEL
Tip O'Neill,Summer 2000,BEHAVIORAL PHARMACOLOGY
Tip O'Neill,Spring 2005,AMERICAN FOREIGN POLICY
Tip O'Neill,Spring 2002,COMPUT LINEAR ALGEBRA
Tip O'Neill,Spring 2003,Environmental Case Studies
Tip O'Neill,Spring 2002,AMERICAN HEALT POLICY
Tip O'Neill,Summer 2000,BRITAIN SINCE 1945
Tip O'Neill,Summer 2000,ACCELERATED INTERMD GRMN
